0,1,2,3,4,outcome,date,last_market_date,symbol
4.147569323459399,4.153399325003416,4.138361447638875,4.127295662361787,4.105778939847764,-1,2017-08-18,2017-08-11,SCG
3.8394523125933104,3.8495091000389037,3.8400972658565573,3.8044377947482086,3.799078246412012,-1,2017-08-18,2017-08-11,BWA
3.2371085931292605,3.2311995745570328,3.2311995745570328,3.2100368762009963,3.212455257065278,-1,2017-08-18,2017-08-11,PHM
5.334842141230409,5.329961371882498,5.330203555410359,5.328992050815955,5.327779076697656,-1,2017-08-18,2017-08-11,MMM
4.828073708497692,4.826391891739602,4.837788707664819,4.8218126509599415,4.814295945534097,-1,2017-08-18,2017-08-11,CME
5.827326660747656,5.810062567373411,5.812965674537693,5.776568144381849,5.788154259875543,-1,2017-08-18,2017-08-11,CMG
2.663052835171474,2.65605490598383,2.6511270537025893,2.615934912194404,2.5974910105351463,-1,2017-08-18,2017-08-11,NWSA
4.6491870714048655,4.651385609785055,4.651481088851342,4.6210435351443815,4.636475035816504,-1,2017-08-18,2017-08-11,SWKS
4.932817886382919,4.931447776199235,4.942998645380444,4.933394213752808,4.930075786237839,-1,2017-08-18,2017-08-11,AON
4.336113577659475,4.339771321776768,4.34575157880917,4.325191697921343,4.324000197151533,-1,2017-08-18,2017-08-11,DG
4.610456190417329,4.615714399863762,4.642176911617187,4.621928969803046,4.6016640466588035,-1,2017-08-18,2017-08-11,EL
2.6993457604720636,2.698673039289613,2.6864860231863696,2.6602595372658615,2.644044871126298,-1,2017-08-18,2017-08-11,RF
3.8104331496665127,3.8205653949393112,3.8210036070409776,3.805995600782616,3.8019849002192085,-1,2017-08-18,2017-08-11,COP
4.8647613782733465,4.908085639080461,4.923987487370583,4.907198852146794,4.897989042545024,-1,2017-08-18,2017-08-11,PXD
4.393213824064446,4.390490713086011,4.396792086874355,4.366786085257597,4.3651347670036635,-1,2017-08-18,2017-08-11,TEL
3.4346321577483927,3.4173987610001633,3.421979920844684,3.4028626609812167,3.403860499081639,-1,2017-08-18,2017-08-11,WMB
3.792563565390818,3.788951007838152,3.7864597824528,3.7773481021015445,3.7736800558064014,-1,2017-08-18,2017-08-11,APC
4.380901001386372,4.378896741664954,4.386143150185721,4.377265317572172,4.3694478524670215,-1,2017-08-18,2017-08-11,CINF
4.250065437218876,4.237289838207198,4.234686046775173,4.230476736546681,4.231349083214389,-1,2017-08-18,2017-08-11,K
4.303659605599776,4.308649164869106,4.300545392805998,4.27332721775054,4.268297869345539,-1,2017-08-18,2017-08-11,LNC
5.250229455740982,5.257391199935391,5.261912684654237,5.2455493010093805,5.244019563140188,-1,2017-08-18,2017-08-11,ANTM
3.460723360976182,3.4553698605505483,3.453789831781326,3.4339872044851463,3.4490347110763153,-1,2017-08-18,2017-08-11,CSCO
5.272845700574368,5.271357184965254,5.27499756122642,5.271408549990819,5.276327348656421,-1,2017-08-18,2017-08-11,STZ
4.59390699370938,4.585681509404229,4.581901559048737,4.563827222453709,4.5884308619837935,-1,2017-08-18,2017-08-11,RHT
4.858260813670253,4.856317933711899,4.868687631440574,4.86514698734765,4.853435526076081,-1,2017-08-18,2017-08-11,TRV
3.0032042883926917,2.9831534913471307,2.9831534913471307,2.9647574692545606,2.9481164196123277,-1,2017-08-18,2017-08-11,KMI
3.0184717605234805,3.018960399673198,3.0204248861443626,3.0184717605234805,2.995232148512309,-1,2017-08-18,2017-08-11,KIM
4.821007108786528,4.822697998516666,4.82116826914143,4.800983649630345,4.819313355105002,-1,2017-08-18,2017-08-11,PVH
4.3678009274099,4.350148895775859,4.418599614904722,4.397776944765114,4.4073288175361,-1,2017-08-18,2017-08-11,DXC
4.018722624087202,3.998567606828332,3.984157603187345,3.9716117968398037,3.9736823858148735,-1,2017-08-18,2017-08-11,SBUX
4.956742131750921,4.94847616218787,4.944068049824143,4.929425238670713,4.9355524879719,-1,2017-08-18,2017-08-11,SWK
3.591542221224979,3.5984075509498608,3.602231647388264,3.5745903077118086,3.5726264972896864,-1,2017-08-18,2017-08-11,PWR
3.8922283780999667,3.8907993689765195,3.8817699622571253,3.872033997211783,3.8803259186848913,-1,2017-08-18,2017-08-11,BF.B
4.040416220196545,4.0439280763080845,4.034594557816327,4.027670428954108,4.03512520256213,-1,2017-08-18,2017-08-11,DVA
4.095011006765261,4.089499510558901,4.090001812787964,4.063713518668578,4.0683427596831,-1,2017-08-18,2017-08-11,DISH
3.9178062501838733,3.906004933102583,3.9104217240611723,3.9035875266070446,3.9043939782636548,-1,2017-08-18,2017-08-11,CHD
4.265773677849632,4.269277781231888,4.276943858220729,4.254761283628006,4.257454983420831,-1,2017-08-18,2017-08-11,ABBV
3.563882963939251,3.566429294357372,3.5633162311385904,3.551913599040779,3.5533460588187404,-1,2017-08-18,2017-08-11,GM
2.869601996409779,2.869601996409779,2.8701690505786455,2.840247370713596,2.8507065015037334,-1,2017-08-18,2017-08-11,HPE
4.3556826593342794,4.35619587463936,4.354655437877749,4.354398467556408,4.348857573282368,-1,2017-08-18,2017-08-11,D
6.899995247670674,6.897543313905721,6.889601491602005,6.863719793392381,6.875221756644704,-1,2017-08-18,2017-08-11,AMZN
4.9924713234685845,4.98257869631373,4.985317486111966,4.976871663943447,4.973971309724664,-1,2017-08-18,2017-08-11,APD
4.078553876315777,4.0239220979255546,4.018542848805819,4.002594703612533,3.9970991777832654,-1,2017-08-18,2017-08-11,EXPD
6.152945438030085,6.1520516117559305,6.161397177089122,6.131400387405499,6.145450927724578,-1,2017-08-18,2017-08-11,REGN
4.219507705176107,4.216414691442874,4.203647297112551,4.192680462942962,4.191924890560965,-1,2017-08-18,2017-08-11,VLO
4.362716386139382,4.340553386467307,4.333623895445714,4.3130784050476105,4.312274546483423,-1,2017-08-18,2017-08-11,CTXS
4.660131744062066,4.6549122778829055,4.656338472562491,4.6568134191399295,4.65586330030361,-1,2017-08-18,2017-08-11,HSY
4.6166045636137545,4.605470140997089,4.612840692292311,4.612245099660053,4.613634264400221,-1,2017-08-18,2017-08-11,CCI
3.542696943935855,3.5536323047059106,3.555919326857706,3.5467396869528134,3.534853766474829,-1,2017-08-18,2017-08-11,BHGE
2.961140828784372,2.961140828784372,2.961140828784372,2.9391619220655967,2.9391619220655967,-1,2017-08-18,2017-08-11,HPQ
3.4756862336528944,3.472587377748828,3.482777368654578,3.467297183366679,3.4654233539614268,-1,2017-08-18,2017-08-11,CA
5.23877965383184,5.239363223704366,5.243174567050828,5.242011530336942,5.239151055878821,-1,2017-08-18,2017-08-11,AVB
4.197953544841121,4.181897459229962,4.181897459229962,4.165113633110308,4.156223299267966,-1,2017-08-18,2017-08-11,SLB
5.063923264460972,5.058980915026537,5.061011501421323,5.052416828111211,5.051201255842917,-1,2017-08-18,2017-08-11,LH
5.183972164763176,5.184812665751216,5.165071647400675,5.145981705244338,5.1430660812767455,-1,2017-08-18,2017-08-11,WHR
3.7697679578472747,3.7534960971999087,3.753261713043204,3.719408659148759,3.7106409458954492,-1,2017-08-18,2017-08-11,LB
4.024815832903268,4.026244149518169,4.029628247502409,4.020518601581445,4.0260657214688065,-1,2017-08-18,2017-08-11,HIG
4.104459895963194,4.087655574071304,4.089164502180559,4.058544658090914,4.038126882223872,-1,2017-08-18,2017-08-11,MAC
4.178379291165174,4.164336934042136,4.1568497675734974,4.141387168555412,4.148043294556035,-1,2017-08-18,2017-08-11,FBHS
4.775081722705364,4.7722934990241495,4.763881877142913,4.760120545985914,4.761233321619679,-1,2017-08-18,2017-08-11,UTX
4.619960271460727,4.617888958395866,4.614823443016229,4.600057136601269,4.606069781230928,-1,2017-08-18,2017-08-11,V
4.234686046775173,4.232365860119475,4.225811324964407,4.20797082229696,4.2017030805426,-1,2017-08-18,2017-08-11,C
4.024279687773814,4.008060193625088,4.005695481290781,4.0033251638349325,3.99341864363214,-1,2017-08-18,2017-08-11,PAYX
4.715727176552735,4.713845202613747,4.699934762432514,4.664004971708984,4.6605102810212555,-1,2017-08-18,2017-08-11,PRU
3.5953926110204724,3.594843462187342,3.5997749790311153,3.5874002851640823,3.579901291544191,-1,2017-08-18,2017-08-11,INTC
4.966125954110298,4.95660140560377,4.95420602612954,4.954699661765953,4.954699661765953,-1,2017-08-18,2017-08-11,IBM
3.1063787936410545,3.0851158346886765,3.0828269804049246,3.0763901765714454,3.0754672415728446,-1,2017-08-18,2017-08-11,CTL
4.794301834710595,4.773984259423544,4.769667157869494,4.742407204293176,4.73795129722191,-1,2017-08-18,2017-08-11,VMC
3.8759812340808804,3.868906714354518,3.8649313978942956,3.849721979230767,3.8495091000389037,-1,2017-08-18,2017-08-11,LEG
3.4487168976301317,3.4493524235492026,3.4404180948154366,3.4154289639088797,3.410157123033627,-1,2017-08-18,2017-08-11,GT
3.781002742989742,3.8066624897703196,3.803323588504805,3.7848712197676626,3.788272197991971,-1,2017-08-18,2017-08-11,SEE
4.8672267108008995,4.882953426260625,4.885903169351665,4.850310035174197,4.841822087327094,-1,2017-08-18,2017-08-11,DE
4.2008044733232275,4.197803270590331,4.202600880991953,4.195847647552622,4.176078147248771,-1,2017-08-18,2017-08-11,REG
4.076010855533596,4.074311908471865,4.075841090657541,4.070905330488338,4.067658296959595,-1,2017-08-18,2017-08-11,AJG
5.499746864955492,5.49548648409001,5.491867315015168,5.480597255807245,5.4844649281755204,-1,2017-08-18,2017-08-11,COO
3.9043939782636548,3.914819092730147,3.9259259105971376,3.908817874479198,3.917408477704484,-1,2017-08-18,2017-08-11,CSX
4.670302280925873,4.6654182663334485,4.66814498514948,4.659753063758383,4.664382045619937,-1,2017-08-18,2017-08-11,DGX
5.812307976457184,5.806639860095909,5.816158325207932,5.805255443586835,5.804773457796085,-1,2017-08-18,2017-08-11,SHW
4.37260741275739,4.363098624788363,4.3551691805039985,4.339119133662605,4.327174383125731,-1,2017-08-18,2017-08-11,VNO
4.061476958596484,4.061304708143901,4.053522567701846,4.0328237055738505,4.025173103360802,-1,2017-08-18,2017-08-11,STI
3.8199077165203406,3.8308129500026027,3.828641396489095,3.822973188594635,3.8188106237059674,-1,2017-08-18,2017-08-11,AIV
2.932792473780117,2.9128939952449864,2.8903717578961645,2.8758219768814333,2.8627721462977607,-1,2017-08-18,2017-08-11,MAT
5.043102484233757,5.0384449947355225,5.0447146077491185,5.028933522377631,5.0269022665601275,-1,2017-08-18,2017-08-11,SNA
4.454347296253507,4.444414407108697,4.434856248318414,4.428313668625195,4.436396441739405,-1,2017-08-18,2017-08-11,ALK
4.197803270590331,4.200954297280359,4.191622501686571,4.191320021345486,4.184032908485631,-1,2017-08-18,2017-08-11,CHRW
2.96424160646262,2.9601050959108397,2.9590682891823996,2.9396908826703663,2.9391619220655967,-1,2017-08-18,2017-08-11,WU
3.5409593240373143,3.5360196074696004,3.540089380528774,3.518980417318539,3.5210523434704344,-1,2017-08-18,2017-08-11,LKQ
3.923556241241819,3.912023005428146,3.899950424193877,3.882594194737334,3.8784662218993033,-1,2017-08-18,2017-08-11,AAL
5.476338021040286,5.461498576689563,5.4486321272069045,5.403622880693308,5.405556117217635,-1,2017-08-18,2017-08-11,ADS
5.162383089307204,5.157272101065921,5.1564657423077955,5.130549390761593,5.132439862170015,-1,2017-08-18,2017-08-11,AMGN
4.988594163219376,4.984565066363071,4.977974351856695,4.9691881041820825,4.971062518976432,-1,2017-08-18,2017-08-11,SYK
4.362971228138722,4.358374106008653,4.3556826593342794,4.354269957628839,4.374120463102784,-1,2017-08-18,2017-08-11,HCA
3.716251400909787,3.7191661467188086,3.717223927123079,3.6926224403927708,3.6906279246480533,-1,2017-08-18,2017-08-11,ETFC
2.997730276216664,2.990719731730447,2.9887076586170265,2.968361076757859,2.969388298214389,-1,2017-08-18,2017-08-11,COTY
5.287054174269326,5.2807642073004475,5.267239410977175,5.220788164038799,5.224078616612505,-1,2017-08-18,2017-08-11,AYI
3.872450230308323,3.867234822638012,3.86702563949741,3.856933039110186,3.861571461932048,-1,2017-08-18,2017-08-11,HOG
3.974809993526911,3.9749978045895347,3.9742463486082777,3.9749978045895347,3.9817356178394463,-1,2017-08-18,2017-08-11,CPB
3.7333746940004877,3.7340917969354845,3.7340917969354845,3.733613785454107,3.7316994512968646,-1,2017-08-18,2017-08-11,WFM
4.634923144137439,4.619368905387905,4.605170185988092,4.583129055111211,4.5803650670691205,-1,2017-08-18,2017-08-11,HAS
5.51897783756844,5.5172922409900265,5.520180097962524,5.506996815251424,5.503011774193717,-1,2017-08-18,2017-08-11,MHK
4.828153724500936,4.82374330878754,4.826391891739602,4.809823847988456,4.811777768662202,-1,2017-08-18,2017-08-11,ANSS
5.090000849476996,5.085371640210273,5.081528580871835,5.048316361063944,5.056373185770109,-1,2017-08-18,2017-08-11,PH
4.225226615110005,4.216414691442874,4.205587741038083,4.178072777752813,4.187683102652602,-1,2017-08-18,2017-08-11,UAL
4.991044644331252,4.992810709183703,4.99206390851082,4.995318589984363,4.991656327498453,-1,2017-08-18,2017-08-11,NEE
3.193352867637115,3.201526186533088,3.2120525995200753,3.201933104137889,3.2031528644029645,-1,2017-08-18,2017-08-11,COG
4.384024637336554,4.3815265096322,4.384648195378833,4.36906803350949,4.35939751661352,-1,2017-08-18,2017-08-11,XOM
2.390595970316759,2.387844936944869,2.390595970316759,2.3767644911682972,2.3767644911682972,-1,2017-08-18,2017-08-11,F
4.5269924049240675,4.541804310366271,4.6137334166485795,4.5827200571505,4.5800574851730165,-1,2017-08-18,2017-08-11,XEC
5.075361297657899,5.074048181946317,5.071416766356115,5.048765669457524,5.047609896887617,-1,2017-08-18,2017-08-11,CMI
4.893427093190715,4.887261660126628,4.888467660122048,4.883104906984992,4.8629083820668,-1,2017-08-18,2017-08-11,FRT
4.296468746312235,4.294151248171873,4.302712827954156,4.286341384539473,4.282206299391671,-1,2017-08-18,2017-08-11,GILD
5.303702838824375,5.301711599616052,5.30270771484933,5.301562096712925,5.291443797604864,-1,2017-08-18,2017-08-11,PSA
3.7630588522881876,3.7362400254737738,3.746676552840153,3.7177098357818132,3.708436953329467,-1,2017-08-18,2017-08-11,NLSN
3.882182163417125,3.887115369721961,3.8776385785663154,3.844600329110712,3.846096855311979,-1,2017-08-18,2017-08-11,MET
4.511518629906636,4.503248196262708,4.503358919841406,4.504023003983134,4.504023003983134,-1,2017-08-18,2017-08-11,DPS
4.844738115716443,4.8338981155962015,4.839688795323807,4.8342958089798485,4.824948079825999,-1,2017-08-18,2017-08-11,COL
5.016948656152848,4.999102378282531,5.0157554967908276,4.999506936308412,4.999978713907727,-1,2017-08-18,2017-08-11,SPGI
4.37020705786854,4.364244464878084,4.367166771766858,4.355810987855469,4.353498551059343,-1,2017-08-18,2017-08-11,OMC
5.465779060434968,5.4637470556717735,5.457498230900349,5.434420449540377,5.436077306252522,-1,2017-08-18,2017-08-11,ROP
4.865069877427421,4.86081964885856,4.86460709299957,4.853903508301298,4.853591544486569,-1,2017-08-18,2017-08-11,ACN
3.358289880650879,3.3690184832979204,3.369362658142137,3.3717685709713434,3.361069590571376,-1,2017-08-18,2017-08-11,CNP
4.7879083226672625,4.775925106410581,4.776009405673012,4.75711844226015,4.7691580360935415,-1,2017-08-18,2017-08-11,FFIV
3.070375816549757,3.0516399054922867,3.051166980442092,3.0339909856710814,3.028683373693677,-1,2017-08-18,2017-08-11,IPG
4.413040688203051,4.405376883282097,4.400971050674819,4.389250479763201,4.38974675768902,-1,2017-08-18,2017-08-11,VRSK
4.466137977292534,4.456206032848133,4.4596818792394854,4.453067407778134,4.459797532972339,-1,2017-08-18,2017-08-11,KHC
4.498141613229568,4.507116245512703,4.505349850705881,4.502029427068578,4.504244267398131,-1,2017-08-18,2017-08-11,TAP
5.097546666085552,5.102119984218434,5.093750200806762,5.067141643536563,5.053694783556702,-1,2017-08-18,2017-08-11,MTB
5.287458623213161,5.281323790171466,5.287458623213161,5.289377524978562,5.300115748489416,-1,2017-08-18,2017-08-11,BDX
3.9945242269398897,3.9887988442301956,3.977997994351679,3.955274047422461,3.962525987601253,-1,2017-08-18,2017-08-11,IP
3.5109482456212744,3.49620448524049,3.484312288372662,3.4515735889872223,3.4747575847701837,-1,2017-08-18,2017-08-11,STX
4.268157803514369,4.267597343922845,4.262116338001324,4.267737488271754,4.256463411698536,-1,2017-08-18,2017-08-11,AEP
5.0001808361923965,4.995927665223982,4.999574346736831,4.976181866026876,4.986820629330216,-1,2017-08-18,2017-08-11,ADBE
4.523526196947581,4.514369821661595,4.5134933974161875,4.492449315923973,4.503026712319388,-1,2017-08-18,2017-08-11,TIF
3.961574784257394,3.9648051908671156,3.9663217788355247,3.9502817175452365,3.9500892062346025,-1,2017-08-18,2017-08-11,WFC
3.926911617921897,3.9182038645032273,3.905401129119259,3.892636291627956,3.901568547524287,-1,2017-08-18,2017-08-11,DAL
4.227563406008323,4.21803603456465,4.2078220459818745,4.177612831405111,4.171459912439625,-1,2017-08-18,2017-08-11,PCAR
4.058371901763283,4.073120925770474,4.058199115585747,4.018902367055242,4.019082077721554,-1,2017-08-18,2017-08-11,TGT
4.058026299547989,4.0526541351678915,4.045504396802627,4.034948352265444,4.014037930834876,-1,2017-08-18,2017-08-11,NUE
3.339321977944068,3.333275365176697,3.32862668882732,3.327909585892323,3.339676525013905,-1,2017-08-18,2017-08-11,FOXA
3.3628029936748436,3.3495531485098167,3.353406717825807,3.326473835466219,3.342508385313476,-1,2017-08-18,2017-08-11,SYMC
4.317354771313298,4.3067641501733345,4.318421011584911,4.3222766302681075,4.324927042633309,-1,2017-08-18,2017-08-11,YUM
3.594843462187342,3.590439381300684,3.5937442589988975,3.580458705159516,3.586015818654697,-1,2017-08-18,2017-08-11,DHI
3.8207845249938748,3.8199077165203406,3.8196883942253503,3.822973188594635,3.8196883942253503,-1,2017-08-18,2017-08-11,KO
7.621998367836816,7.6251071482389,7.55318172333067,7.522735491568386,7.525192435557579,-1,2017-08-18,2017-08-11,PCLN
3.6141559079179997,3.6157709822932977,3.6457109587125576,3.6331024386449378,3.6144252681889886,-1,2017-08-18,2017-08-11,IRM
4.18950321539533,4.1802164012960645,4.179145163914566,4.170842533194826,4.163715140146772,-1,2017-08-18,2017-08-11,MO
4.21227573505378,4.198254025612612,4.195245147157833,4.341725337900356,4.362971228138722,-1,2017-08-18,2017-08-11,PRGO
3.3068867021909143,3.3013770463799443,3.3017453026904953,3.2910104226273997,3.2741212990941793,-1,2017-08-18,2017-08-11,FTI
3.565298392342582,3.5650154668915506,3.5562048372093953,3.5177945292459696,3.508256453955563,-1,2017-08-18,2017-08-11,CFG
4.090838422892813,4.085303817569952,4.092676505121403,4.078723181319144,4.077028840012413,-1,2017-08-18,2017-08-11,NKE
3.6171148878846253,3.8122026701459353,3.8238473145244205,3.810211739281461,3.79974976294536,-1,2017-08-18,2017-08-11,KORS
3.643358938812127,3.6430972614588084,3.629660094453965,3.630720539940404,3.624340932976365,-1,2017-08-18,2017-08-11,EXC
4.545844719903276,4.545526333060576,4.550714000192032,4.544995462952021,4.5427627258594745,-1,2017-08-18,2017-08-11,ALL
5.2962151584561665,5.286295391320711,5.294459936220732,5.271203074056465,5.269145989247757,-1,2017-08-18,2017-08-11,ILMN
5.765002997319826,5.762617260377094,5.764030555001558,5.765598543280663,5.767539440458952,-1,2017-08-18,2017-08-11,BCR
4.598346960639966,4.592388851623358,4.602867536925416,4.582310891842009,4.58445714439055,-1,2017-08-18,2017-08-11,VRSN
5.200318575665935,5.183803979759276,5.169233213136499,5.130726774354076,5.1440000061636795,-1,2017-08-18,2017-08-11,NFLX
4.135326543943721,4.116269119637892,4.1170840491915905,4.097838451476356,4.106602459617603,-1,2017-08-18,2017-08-11,ATVI
5.0559272832879625,5.061011501421323,5.05535368778452,5.0539501787822,5.054014017398201,-1,2017-08-18,2017-08-11,COST
5.596865192310124,5.597755070010671,5.609838028479659,5.6004569240887445,5.595751730442496,-1,2017-08-18,2017-08-11,NOC
3.774827766250301,3.776203282285611,3.774827766250301,3.752558230777119,3.755369195382769,-1,2017-08-18,2017-08-11,BEN
4.4173937785111725,4.4173937785111725,4.4057431612911975,4.380149874661021,4.373868446972418,-1,2017-08-18,2017-08-11,RJF
3.548467300397191,3.544142657647253,3.5429862539335333,3.5127387563950627,3.5260663637080247,-1,2017-08-18,2017-08-11,IVZ
3.159550358783386,3.1578511230304263,3.136797713832594,3.028683373693677,3.026261478588814,-1,2017-08-18,2017-08-11,M
3.6790816116338254,3.686877451443263,3.7045067099996354,3.706964921660321,3.716251400909787,-1,2017-08-18,2017-08-11,CMCSA
4.771531723203316,4.765416535130188,4.747624153783025,4.715100245360287,4.714383270961408,-1,2017-08-18,2017-08-11,URI
4.53838915229774,4.536891345234797,4.53141599739943,4.521027417875663,4.532814523795951,-1,2017-08-18,2017-08-11,AVY
